name,id,region,region_code,city,lat,lon
ISPICA,S12421,Sicilia,14,A,36.77804,14.914315
ISPRA,S01121,Lombardia,1,A,45.811573,8.621338
ISTRANA,S02539,Veneto,12,A,45.676539,12.102781
ITRI,S08607,Lazio,5,A,41.271328,13.545549
IVREA,S00154,Piemonte,3,Ivrea,45.461542,7.876348
JENBACH,S01176,N/A,N/A,N/A,N/A,N/A
JESI,S07202,Marche,11,Jesi,43.520164,13.251316
JOPPOLO,S11763,Calabria,17,A,38.580318,15.897025
KANDERSTEG,S07475,N/A,N/A,N/A,N/A,N/A
KARLSRUHE HBF,S01800,N/A,N/A,N/A,N/A,N/A
KNITTEFELD,S03612,N/A,N/A,N/A,N/A,N/A
KOELN HBF,S02100,N/A,N/A,N/A,N/A,N/A
KRIZEVCI,S73107,N/A,N/A,N/A,N/A,N/A
LA BRIGUE,S00634,N/A,N/A,N/A,N/A,N/A
LA FIORA,S08808,Lazio,5,A,41.331487,13.200365
LA GIUSTINIANA,S08321,Lazio,5,A,41.985243,12.403457
LA RUSTICA UIR,S08514,N/A,N/A,N/A,N/A,N/A
LA SALLE,S00132,Valle d'Aosta,4,A,45.744637,7.061987
LA SPEZIA CENTRALE,S06000,Liguria,2,La Spezia,44.11141,9.813906
LA SPEZIA MIGLIARINA,S06004,Liguria,2,A,44.123391,9.84028
LA STORTA,S08320,Lazio,5,A,42.001748,12.381254
LABICO,S08654,N/A,N/A,N/A,N/A,N/A
LABRO MOGGIO,S07427,Lazio,5,A,42.506131,12.746224
LACES,S02207,N/A,9,A,46.619692,10.85863
LADISPOLI-CERVETERI,S08021,Lazio,5,A,41.953502,12.081675
LAGONEGRO,S09911,Basilicata,15,A,40.120325,15.7627
LAIGUEGLIA,S04514,Liguria,2,A,43.981283,8.158685
LAIVES ,S02029,N/A,9,A,46.43409,11.323533
LAMA,S05418,Veneto,12,A,45.043466,11.913123
LAMA DI RENO,S05121,Emilia Romagna,8,A,44.363501,11.216168
LAMBRINIA,S01869,Lombardia,1,A,45.164376,9.527436
LAMBRUGO - LURAGO D'ERBA,S01094,N/A,N/A,N/A,N/A,N/A
LAMEZIA TERME CENTRALE,S11749,Calabria,17,Lamezia Terme,38.921347,16.255577
LAMEZIA TERME NICASTRO,S11951,Calabria,17,A,38.966779,16.320043
LAMEZIA TERME SAMBIASE,S11950,Calabria,17,A,38.959927,16.284962
LANA-POSTAL ,S02219,N/A,9,A,46.608079,11.182252
LANCENIGO,S02710,Veneto,12,A,45.710087,12.265663
LANCETTI,N00092,N/A,N/A,N/A,N/A,N/A
LANCIANO,S07986,N/A,N/A,N/A,N/A,N/A
LANUVIO,S08733,Lazio,5,A,41.672211,12.690885
LANZARA FIMIANI,S09707,Campania,18,A,40.769685,14.68115
LANZO,S00095,N/A,N/A,N/A,N/A,N/A
LAPIO,S09604,N/A,N/A,N/A,N/A,N/A
LARINO,S09466,Molise,7,A,41.80015,14.918226
LASA,S02204,N/A,9,A,46.618617,10.694828
LASCARI,S12018,Sicilia,14,A,38.011672,13.928633
LATERINA,S06912,Toscana,13,A,43.496458,11.660573
LATIANO,S11606,Puglia,16,A,40.558074,17.717629
LATINA,S08608,Lazio,5,Latina,41.538372,12.945888
LATISANA LIGNANO B.,S03202,Friuli-Venezia Giulia,10,Latisana Lignano B.,45.777733,13.001101
LAURIANO,S00421,Piemonte,3,A,45.160761,7.998531
LAVAGNA,S04723,Liguria,2,A,44.305677,9.346371
LAVENO MOMBELLO,S01118,Lombardia,1,Laveno Mombello,45.903272,8.624583
LAVEZZOLA,S05806,Emilia Romagna,8,Lavezzola,44.559591,11.880154
LAVINO,S05041,Emilia Romagna,8,A,44.538306,11.232799
LAVIS,S02037,N/A,9,A,46.148306,11.095993
LAVORATE,S09708,Campania,18,A,40.78733,14.649875
LE CAVE,S02009,N/A,N/A,N/A,N/A,N/A
LE PIAGGE,S06516,Toscana,13,A,43.789684,11.171665
LECCE,S11145,Puglia,16,Lecce,40.34566,18.165724
LECCO,S01520,Lombardia,1,Lecco,45.856471,9.393638
LECCO MAGGIANICO,S01522,Lombardia,1,A,45.831179,9.411691
LEGGIUNO MONVALLE,S01120,Lombardia,1,A,45.867349,8.629476
LEGNAGO,S02366,Veneto,12,Legnago,45.189034,11.304724
LEGNANO,S01033,Lombardia,1,A,45.593653,8.910638
LENDINARA,S02373,Veneto,12,A,45.081816,11.591667
LENTINI,S12341,Sicilia,14,Lentini,37.300916,14.99758
LENTINI DIRAMAZIONE,S12340,Sicilia,14,A,37.340009,14.98141
LEONESSA,S11219,Basilicata,15,A,41.062304,15.595094
LEONFORTE-PIRATO,S12239,Sicilia,14,A,37.606305,14.376063
LERCARA BASSA,S12205,Sicilia,14,A,37.737639,13.633053
LERINO,S02578,Veneto,12,A,45.518725,11.63567
LESA,S01018,Piemonte,3,A,45.833042,8.566471
LESEGNO,S00954,Piemonte,3,A,44.385891,7.94266
LESMO,S01501,Lombardia,1,A,45.644745,9.309318
LETOJANNI,S12316,Sicilia,14,A,37.877581,15.303128
LEVADA,S02568,Veneto,12,A,45.850158,12.006657
LEVANTO,S04731,Liguria,2,A,44.174167,9.616018
LEVATA,S02019,N/A,N/A,N/A,N/A,N/A
LEVICO,S02309,N/A,9,A,46.005729,11.30493
LEZZA - CARPESINO,N00075,N/A,N/A,N/A,N/A,N/A
LICATA,S12400,Sicilia,14,Licata,37.106024,13.938114
LIDO DI CLASSE-LIDO DI SAVIO,S05813,Emilia Romagna,8,A,44.314546,12.292722
LIDO DI LAVINIO,S08708,Lazio,5,A,41.500599,12.625926
LIDO DI TURBIGO,N00052,N/A,N/A,N/A,N/A,N/A
LIERNA,S01413,Lombardia,1,A,45.960973,9.303071
LIMONE,S00617,Piemonte,3,A,44.203799,7.577912
LIONI,S09616,Campania,18,A,40.874869,15.186324
LIONI VALLE DELLE VITI,S09628,Campania,18,A,40.887025,15.215936
LISIDE,S11124,N/A,N/A,N/A,N/A,N/A
LISIERA,S02530,Veneto,12,A,45.578581,11.610695
LISON,S02663,Veneto,12,A,45.751947,12.759416
LISSONE-MUGGIO`,S01321,Lombardia,1,A,45.60592,9.235368
LIVORNO CENTRALE,S06725,Toscana,13,Livorno,43.55406,10.336593
LIVORNO FERRARIS,S00237,Piemonte,3,A,45.283402,8.073493
LOANO,S04519,Liguria,2,A,44.122429,8.254523
LOCATE TRIULZI,S01801,Lombardia,1,A,45.35973,9.221398
LOCATE V. - CARBONATE,N00017,N/A,N/A,N/A,N/A,N/A
LOCRI,S11851,Calabria,17,A,38.233154,16.264787
LODI,S01825,Lombardia,1,Lodi,45.308966,9.497585
LOMAZZO,N00036,N/A,N/A,N/A,N/A,N/A
LOMELLO,S00405,Lombardia,1,A,45.117276,8.799121
LONATO,S02083,Lombardia,1,A,45.457204,10.486714
LONGARONE ZOLDO,S02556,Veneto,12,A,46.267466,12.301953
LONGOBARDI,S11742,Calabria,17,A,39.211493,16.061261
LONIGO,S02441,Veneto,12,A,45.413269,11.345016
LOREO,S05423,Veneto,12,A,45.059476,12.191569
LORETO,S07503,Marche,11,A,43.448376,13.620455
LUCCA,S06404,Toscana,13,Lucca,43.837186,10.506069
LUCIGNANO - MARCIANO - POZZO,S06069,N/A,N/A,N/A,N/A,N/A
LUGO,S05951,Emilia Romagna,8,Lugo,44.414106,11.914723
LUINO,S01113,Lombardia,1,Luino,45.996643,8.737464
LUMIGNACCO,S03125,Friuli-Venezia Giulia,10,A,45.999177,13.250841
LUNGAVILLA,S01806,Lombardia,1,A,45.049837,9.068968
LUNGHEZZA,S08503,Lazio,5,A,41.923253,12.667212
LUNI,S06003,N/A,N/A,N/A,N/A,N/A
LUOGOSANO,S09606,Campania,18,A,40.980381,14.994305
LUSERNA S. GIOVANNI,S00523,Piemonte,3,A,44.815842,7.246902
LYON ST EXUPERY,S76290,N/A,N/A,N/A,N/A,N/A
L`AQUILA,S07414,Abruzzo,19,L`Aquila,42.351055,13.384959
MACCAGNO,S13653,N/A,N/A,N/A,N/A,N/A
MACCARESE,S08020,Lazio,5,Maccarese,41.879372,12.23695
MACERATA,S07307,Marche,11,Macerata,43.293094,13.455172
MACERATA FONTESCODELLA,S07313,Marche,11,A,43.291569,13.44048
MACHERIO SOVICO,S01500,Lombardia,1,A,45.642485,9.266895
MACHERIO-CANONICA,S01484,Lombardia,1,A,45.645533,9.286736
MACOMER,S12869,Sardegna,20,A,40.267899,8.772279
MADDALENE,S00607,Piemonte,3,A,44.518734,7.648022
MADDALONI INFERIORE,S09212,Campania,18,A,41.035954,14.380504
MADDALONI SUPERIORE,S09303,Campania,18,A,41.048567,14.396055
MADIGNANO,S01610,Lombardia,1,A,45.34383,9.730179
MADONNA DEL PIANO,S08108,Lazio,5,A,42.259963,12.166357
MADONNA DEL PILONE,S00820,Piemonte,3,A,44.695347,7.747639
MADONNA DELLA SCALA,S00501,Piemonte,3,A,44.993686,7.780994
MADONNA DELLE GRAZIE,S09773,N/A,N/A,N/A,N/A,N/A
MADONNA DI CAMPAGNA,S00083,N/A,N/A,N/A,N/A,N/A
MADONNA DI CASTRO,S12853,Sardegna,20,A,40.672018,9.046014
MAERNE DI MARTELLAGO,S02512,Veneto,12,A,45.514799,12.150629
MAGENTA,S01040,Lombardia,1,A,45.468204,8.880633
MAGIONE,S07002,Umbria,6,A,43.137356,12.202238
MAGLIANA,S08404,Lazio,5,A,41.834235,12.431017
MAGLIANO CRAVA MOROZZO,S00951,Piemonte,3,A,44.445259,7.777852
MAGNA GRECIA,S11042,N/A,N/A,N/A,N/A,N/A
MAGNACAVALLO,S05159,N/A,N/A,N/A,N/A,N/A
MAGRE`- CORTACCIA,S02033,N/A,9,A,46.287976,11.232646
MAJANO,S03051,Friuli-Venezia Giulia,10,A,46.219372,13.066308
MALEO,S01910,Lombardia,1,A,45.170118,9.755201
MALLES VENOSTA,S02200,N/A,9,A,46.684542,10.546445
MALNATE,N00023,N/A,N/A,N/A,N/A,N/A
MALONNO,N00233,N/A,N/A,N/A,N/A,N/A
MALPENSA,S01139,N/A,N/A,N/A,N/A,N/A
MALTIGNANO DEL TRONTO,S07555,Marche,11,A,42.844918,13.664738
MANAROLA,S04735,Liguria,2,A,44.109904,9.727401
MANDATORICCIO CAMPANA,S11817,Calabria,17,A,39.525442,16.893125
MANDELA-SAMBUCI,S08512,Lazio,5,A,42.016212,12.921976
MANDELLO DEL LARIO,S01415,Lombardia,1,A,45.915208,9.322061
MANDOLOSSA,N00203,N/A,N/A,N/A,N/A,N/A
MANDRAS,S12898,N/A,N/A,N/A,N/A,N/A
MANERBIO,S01902,Lombardia,1,A,45.357212,10.132348
MANFREDONIA,S11054,Puglia,16,A,41.623046,15.908142
MANIAGO,S03084,Friuli-Venezia Giulia,10,A,46.170057,12.714527
MANOPPELLO,S07710,Abruzzo,19,A,42.305848,14.061057
MANTA,S00700,Piemonte,3,A,44.620887,7.494166
MANTOVA,S02336,Lombardia,1,Mantova,45.158746,10.783165
MANTOVA FRASSINE,S02380,Lombardia,1,A,45.150491,10.831007
MANZANO,S03030,Friuli-Venezia Giulia,10,A,45.98811,13.375016
MANZIANA-CANALE MONTERANO,S08314,Lazio,5,A,42.128246,12.134934
MARANO,S02142,Veneto,12,A,45.706864,11.4246
MARANO TICINO,S00983,Piemonte,3,A,45.629485,8.626172
MARATEA,S11723,Basilicata,15,Maratea,39.995028,15.70975
MARAUSA,S12104,Sicilia,14,A,37.92647,12.504113
MARCARIA,S01921,Lombardia,1,A,45.124518,10.533651
MARCELLINA VERBICARO ORSOMARSO,S11728,Calabria,17,A,39.766974,15.822665
MARCELLINA-PALOMBARA,S08507,Lazio,5,A,41.999609,12.79134
MARCELLINARA,S11953,Calabria,17,A,38.923103,16.466939
MARCIANISE,S09301,Campania,18,A,41.03596,14.287658
MARCONI,S11121,N/A,N/A,N/A,N/A,N/A
MARCONIA,S11800,Basilicata,15,A,40.316896,16.752317
MARECHIARO,S08716,Lazio,5,A,41.470762,12.6123
MARGARITA,S00902,Piemonte,3,A,44.380082,7.685738
MARGHERITA DI SAV./OFANTINO,S11107,Puglia,16,A,41.343,16.136024
MARIANO COMENSE,S01089,Lombardia,1,Mariano C.,45.693622,9.18147
MARIANOPOLI,S12234,Sicilia,14,A,37.623011,13.898901
MARIGLIANO,S09750,Campania,18,A,40.923733,14.460435
MARINA DI CERVETERI,S08022,Lazio,5,A,41.979133,12.047924
MARINA DI MARATEA,S11724,Basilicata,15,A,39.959512,15.735953
MARINA DI SAN LORENZO,S11862,Calabria,17,A,37.919844,15.826365
MARINELLA,S12854,Sardegna,20,A,40.999129,9.55362
MARINO,S08701,Lazio,5,A,41.768961,12.655994
MARINO DEL TRONTO FOLIGNANO,S07556,Marche,11,A,42.844346,13.632995
MARLENGO,S02214,N/A,9,A,46.664558,11.138577
MARMORE,S07401,Umbria,6,Marmore,42.547499,12.715224
MARONE - ZONE,N00214,N/A,N/A,N/A,N/A,N/A
MAROTTA MONDOLFO,S07107,Marche,11,A,43.769748,13.137273
MARRADI,S06610,Toscana,13,Marradi,44.07973,11.619174
MARRUBIU TERRALBA ARBOREA,S12879,Sardegna,20,A,39.75293,8.641144
MARSALA,S12107,Sicilia,14,Marsala,37.793514,12.443174
MARZABOTTO,S05105,Emilia Romagna,8,A,44.341237,11.207351
MARZAMEMI,S12444,Sicilia,14,A,36.7309,15.111238
MARZOCCA,S07109,Marche,11,A,43.677362,13.287922
MASCALI,S12323,Sicilia,14,A,37.765403,15.1942
MASCHIO,S04811,Liguria,2,A,44.326605,8.436686
MASI TORELLO,S05171,N/A,N/A,N/A,N/A,N/A
MASSA CENTRO,S06009,Toscana,13,Massa Centro,44.023741,10.136041
MASSAFISCAGLIA,S05179,N/A,N/A,N/A,N/A,N/A
MASSAFRA,S11510,Puglia,16,A,40.582968,17.107899
MASSALOMBARDA,S05952,Emilia Romagna,8,A,44.448948,11.828068
MASSAROSA BOZZANO,S06350,Toscana,13,A,43.855652,10.352022
MATELICA,S07301,Marche,11,A,43.25394,13.01509
MATHI,S00093,N/A,N/A,N/A,N/A,N/A
MATREI,S02263,N/A,N/A,N/A,N/A,N/A
MATRICE MONTAGANO,S09461,Molise,7,A,41.621321,14.699561
MATTARELLO,S02040,N/A,N/A,N/A,N/A,N/A
MAZARA DEL VALLO,S12110,Sicilia,14,Mazara del Vallo,37.652448,12.594565
MEDA,S01087,N/A,N/A,N/A,N/A,N/A
MEDE,S00406,Lombardia,1,A,45.095009,8.742594
MEDESANO,S06102,Emilia Romagna,8,A,44.749265,10.140335
MEDUNO,S03082,Friuli-Venezia Giulia,10,A,46.200678,12.80282
MEINA,S01019,Piemonte,3,A,45.794389,8.535452
MELANO MARISCHIO,S07065,Marche,11,A,43.345046,12.858866
MELE,S04106,Liguria,2,A,44.472797,8.733953
MELEGNANO,S01822,Lombardia,1,A,45.356321,9.319271
MELFI,S11206,Basilicata,15,Melfi,40.989871,15.646895
MELITO DI PORTO SALVO,S11863,Calabria,17,Melito P.S.,37.916732,15.780816
MELZO,S01705,Lombardia,1,A,45.502191,9.420653
MELZO SCALO,S02215,N/A,N/A,N/A,N/A,N/A
MEMMENANO,S06075,N/A,N/A,N/A,N/A,N/A
MENTON,S75648,N/A,N/A,N/A,N/A,N/A
MEOLO,S02668,Veneto,12,A,45.61319,12.453969
MERANA,S00875,Piemonte,3,A,44.519368,8.298327
MERANO,S02216,Trentino Alto Adige,22,Merano,46.673066,11.148978
MERANO MAIA BASSA,S02217,N/A,9,A,46.656202,11.147931
MERCATELLO,S09837,Campania,18,A,40.606491,15.38979
MERCATO SAN SEVERINO,S09706,Campania,18,Mercato S.Sever.,40.783095,14.759749
MERCENASCO,S00156,Piemonte,3,A,45.353436,7.886405
MERGOZZO,S01012,Piemonte,3,A,45.961303,8.440881
MERONE,S01454,Lombardia,1,A,45.781374,9.243772
MESAGNE,S11607,Puglia,16,A,40.563203,17.802082
MESSINA CENTRALE,S12301,Sicilia,14,Messina,38.184975,15.561278
MESSINA MARITTIMA,S12300,Sicilia,14,Messina Maritt.,38.14988,15.534997
MESTRINO,S02580,Veneto,12,A,45.457878,11.773859
METAPONTO,S11461,Basilicata,15,Metaponto,40.368496,16.815176
MEZZANI RONDANI,S01851,Emilia Romagna,8,A,44.966764,10.398818
MEZZANO,S05810,Emilia Romagna,8,A,44.463,12.098501
MEZZOCORONA,S02035,N/A,9,A,46.207258,11.128595
MI P.GAR.SOTT.,S01647,Lombardia,1,A,45.484228,9.185122
MI.P.GENOVA,S01631,Lombardia,1,A,45.453379,9.169303
MIGLIARINO,S05176,N/A,N/A,N/A,N/A,N/A
MIGLIARO,S05178,N/A,N/A,N/A,N/A,N/A
MIGNANEGO,S04212,Liguria,2,A,44.539031,8.929951
MIGNANO DI MONTE LUNGO,S09201,Campania,18,A,41.407585,13.986672
MILANO AFFORI,S01078,N/A,N/A,N/A,N/A,N/A
MILANO BOVISA FNM,S01642,Lombardia,1,A,45.502993,9.159235
MILANO BRUZZANO,S01079,N/A,N/A,N/A,N/A,N/A
MILANO CENTRALE,S01700,Lombardia,1,Milano,45.486347,9.204528
MILANO CERTOSA,S01640,Lombardia,1,A,45.507019,9.133863
MILANO DATEO,S01650,Lombardia,1,A,45.462341,9.209277
MILANO FARINI,S01644,N/A,N/A,N/A,N/A,N/A
MILANO GRECO PIRELLI,S01326,Lombardia,1,A,45.51272,9.214456
MILANO LAMBRATE,S01701,Lombardia,1,A,45.484933,9.237333
MILANO LANCETTI,S01643,Lombardia,1,A,45.492632,9.175832
MILANO NORD CADORNA,S01066,N/A,N/A,N/A,N/A,N/A
MILANO NORD DOMODOSSOLA,S01067,N/A,N/A,N/A,N/A,N/A
MILANO NORD QUARTO OGGIARO ,S01069,N/A,N/A,N/A,N/A,N/A
MILANO PORTA GARIBALDI,S01645,Lombardia,1,A,45.484917,9.187683
MILANO PORTA ROMANA,S01632,Lombardia,1,A,45.445844,9.213128
MILANO PORTA VITTORIA,S01633,Lombardia,1,A,45.459579,9.21813
MILANO REPUBBLICA,S01648,N/A,N/A,N/A,N/A,N/A
MILANO ROGOREDO,S01820,Lombardia,1,MI Rogoredo,45.433866,9.2391
MILANO ROMOLO,S01032,Lombardia,1,A,45.445008,9.168933
MILANO S. CRISTOFORO,S01630,Lombardia,1,A,45.442404,9.130258
MILANO VENEZIA,S01649,Lombardia,1,A,45.471121,9.201889
MILANO VILLAPIZZONE,S01639,N/A,N/A,N/A,N/A,N/A
MILAZZO,S12042,Sicilia,14,A,38.21195,15.244203
MILETO,S11790,Calabria,17,A,38.577082,16.060041
MILITELLO,S12276,Sicilia,14,A,37.277194,14.78317
MIMMOLE,S06954,Toscana,13,A,43.858111,11.265292
MINEO,S12275,Sicilia,14,A,37.24572,14.756907
MINERVINO MURGE,S11403,Puglia,16,A,41.081788,16.074974
MINTURNO,S09150,Lazio,5,A,41.257621,13.720664
MINUCCIANO - PIEVE - CASOLA,S06227,Toscana,13,A,44.194385,10.193837
MIRA MIRANO,S02588,Veneto,12,A,45.462943,12.118789
MIRADOLO TERME,S01867,Lombardia,1,A,45.162007,9.449952
MIRAMARE,S03311,N/A,N/A,N/A,N/A,N/A
MIRANDOLA,S05311,Emilia Romagna,8,A,44.891638,11.111689
MIRTO CROSIA,S11814,Calabria,17,A,39.604876,16.777366
MISANO ADRIATICO,S07119,Emilia Romagna,8,A,43.977493,12.697121
MODANE,S00201,N/A,N/A,N/A,N/A,N/A
MODANE FX,S00190,N/A,N/A,N/A,N/A,N/A
MODENA,S05032,Emilia Romagna,8,Modena,44.654461,10.930373
MODICA,S12417,Sicilia,14,Modica,36.8529,14.754255
MODUGNO,S11500,N/A,N/A,N/A,N/A,N/A
MODUGNO CITTA`,S11515,Puglia,16,A,41.086437,16.779596
MOGLIANO VENETO,S02717,Veneto,12,A,45.561964,12.23274
MOIANA,S01456,Lombardia,1,A,45.787082,9.255607
MOIMACCO,S03058,N/A,N/A,N/A,N/A,N/A
MOJO-ALCANTARA MALVAGNA,S12363,Sicilia,14,A,37.896949,15.050228
MOLA DI BARI,S11127,Puglia,16,A,41.057227,17.080919
MOLARE,S04102,Piemonte,3,A,44.621975,8.609904
MOLFETTA,S11114,Puglia,16,A,41.196008,16.596793
MOLINA CASTEL VECCHIO SUBAQUEO,S07424,Abruzzo,19,A,42.143476,13.739644
MOLINO DEL PALLONE,S05112,Emilia Romagna,8,A,44.100128,10.961252
MOLTENO,S01458,Lombardia,1,Molteno,45.780939,9.301683
MOMBALDONE ROCCAVERANO,S00873,Piemonte,3,A,44.569891,8.332781
MOMBARUZZO,S00808,Piemonte,3,A,44.76235,8.441006
MOMO,S00019,Piemonte,3,A,45.574646,8.55689
MONASTERACE STILO,S11844,Calabria,17,A,38.437591,16.574444
MONASTERO PRATAVECCHI,S00721,Piemonte,3,A,44.484517,7.44679
MONCALIERI,S00453,Piemonte,3,A,44.998187,7.678027
MONCALIERI SANGONE,S00510,Piemonte,3,A,45.000393,7.667991
MONCALVO,S00340,Piemonte,3,A,45.059463,8.261905
MONCHIERO DOGLIANI,S00735,Piemonte,3,A,44.571815,7.917635
MONDOVI`,S00952,Piemonte,3,Mondovi',44.398255,7.816339
MONEGLIA,S04727,Liguria,2,A,44.242449,9.486957
MONFALCONE,S03310,Friuli-Venezia Giulia,10,Monfalcone,45.807683,13.542929
MONGARDINO,S00801,Piemonte,3,A,44.84161,8.207411
MONGRASSANO CERVICATI,S11905,Calabria,17,A,39.538462,16.222511
MONGUELFO VALLE DI CASIES,S02111,N/A,9,A,46.752775,12.107264
MONOPOLI,S11129,Puglia,16,A,40.952017,17.292455
MONSAMPOLO DEL TRONTO,S07553,Marche,11,A,42.881488,13.803569
MONSELICE,S05703,Veneto,12,Monselice,45.246116,11.74789
MONTAGNANA,S02392,Veneto,12,A,45.228238,11.459873
MONTAGUTO PANNI,S09319,Campania,18,A,41.235362,15.235132
MONTALE AGLIANA,S06415,Toscana,13,A,43.912924,11.008309
MONTALLESE,S06856,Toscana,13,Montallese,43.064888,11.90928
MONTALTO DI CASTRO,S08008,Lazio,5,Montalto di Castro,42.334623,11.595085
MONTALTO DORA,S00153,Piemonte,3,A,45.490309,7.858986
MONTALTO ROSE,S11908,Calabria,17,Montalto Rose,39.407213,16.247291
MONTANARO,S00160,Piemonte,3,A,45.232674,7.858331
MONTE AMIATA,S06818,N/A,N/A,N/A,N/A,N/A
MONTE ANTICO,S06820,Toscana,13,Monte Antico,42.981054,11.359819
MONTE ARCAU,S12973,Sardegna,20,A,39.244501,8.543347
MONTE GIORDANO,S11805,Calabria,17,A,40.040812,16.597907
MONTE MELINO,S07014,Umbria,6,A,43.106303,12.249698
MONTE S. SAVINO,S06068,N/A,N/A,N/A,N/A,N/A
MONTE S.BIAGIO,S08605,Lazio,5,A,41.345967,13.347037
MONTEBELLO,S02443,Veneto,12,A,45.45251,11.390803
MONTEBELLUNA,S02570,Veneto,12,Montebelluna,45.776434,12.054
MONTECALVO BUONALBERGO CASALB.,S09315,Campania,18,A,41.2211,14.9795
MONTECARLO SAN SALVATORE,S06408,Toscana,13,A,43.850798,10.68537
MONTECAROTTO CASTELBELLINO,S07203,Marche,11,A,43.500005,13.1481
MONTECATINI CENTRO,S06412,Toscana,13,A,43.881216,10.77081
MONTECATINI TERME,S06411,Toscana,13,A,43.879327,10.780588
MONTECHIARO DENICE,S00872,Piemonte,3,A,44.600827,8.352185
MONTECHIARO D`ASTI,S00428,Piemonte,3,A,44.999849,8.10982
MONTECORVINO,S09822,Campania,18,A,40.617439,14.944628
MONTECOSARO,S07310,Marche,11,A,43.289297,13.646378
MONTEFALCIONE,S09602,Campania,18,A,40.951114,14.886432
MONTEFIASCONE,S08303,Lazio,5,A,42.520268,12.050448
MONTEFREDANE,S09529,Campania,18,A,40.951143,14.827771
MONTEGROSSO,S00803,Piemonte,3,A,44.818465,8.239171
MONTEIASI,S11601,Puglia,16,A,40.523852,17.361457
MONTELLA,S09612,Campania,18,A,40.845175,15.032758
MONTELLO GORLAGO,S01535,Lombardia,1,A,45.67017,9.808488
MONTELUPO CAPRAIA,S06511,Toscana,13,A,43.733357,11.018997
MONTEMAGGIORE,S12203,Sicilia,14,A,37.859037,13.693193
MONTEMARANO,S09610,Campania,18,A,40.900728,15.039506
MONTEMARCIANO,S07110,Marche,11,A,43.651397,13.346478
MONTEMILETTO,S09603,Campania,18,A,40.993606,14.920685
MONTENERO PETACCIATO,S07825,Molise,7,Montenero,42.033286,14.851015
MONTEPAONE - MONTAURO,S11836,Calabria,17,A,38.728548,16.541944
MONTEPESCALI,S06038,Toscana,13,Montepescali,42.869518,11.068743
MONTEPRANDONE,S07554,Marche,11,A,42.894183,13.849996
MONTEPULCIANO,S06855,Toscana,13,A,43.135353,11.856865
MONTEREALE VALCELLINA,S03085,Friuli-Venezia Giulia,10,A,46.148009,12.658923
MONTERODUNI,S09057,Molise,7,A,41.528345,14.156514
MONTERONI D`ARBIA,S06871,Toscana,13,A,43.230036,11.419662
MONTEROSSO,S04732,Liguria,2,A,44.145967,9.649009
MONTEROSSO MARCHE,S07062,Marche,11,A,43.462227,12.818339
MONTEROTONDO,S08215,Lazio,5,A,42.06409,12.595753
MONTESANO BUONABITACOLO,S09909,Campania,18,A,40.286725,15.653794
MONTESANTO,S05801,Emilia Romagna,8,A,44.732964,11.73652
MONTESILVANO,S07808,Abruzzo,19,A,42.515766,14.152567
MONTEU DA PO,S00422,Piemonte,3,A,45.158353,8.022925
MONTEVARCHI TERRANUOVA,S06910,Toscana,13,A,43.525165,11.563983
MONTEVERDE,S09624,Basilicata,15,A,40.967691,15.568502
MONTI TELTI,S12857,Sardegna,20,A,40.829632,9.322814
MONTICCHIO,S09622,Basilicata,15,Monticchio,40.923923,15.539231
MONTICELLI D`ONGINA,S01971,Emilia Romagna,8,A,45.075666,9.949036
MONTICELLO D`ALBA,S00823,Piemonte,3,A,44.703736,7.965002
MONTIGLIO MURISENGO,S00426,Piemonte,3,A,45.067664,8.106913
MONTIRONE,S01840,Lombardia,1,A,45.451352,10.239482
MONTJOVET,S00144,Valle d'Aosta,4,A,45.704586,7.666871
MONTORO FORINO,S09518,Campania,18,A,40.819987,14.757381
MONTORO SUPERIORE,S09517,Campania,18,A,40.831616,14.80217
MONTORSI,S09528,Campania,18,A,41.080487,14.786519
MONTORSOLI,S06601,Toscana,13,A,43.881903,11.265484
MONTREUX,S01235,N/A,N/A,N/A,N/A,N/A
MONZA,S01322,Lombardia,1,Monza,45.577789,9.273253
MONZA SOBBORGHI,S01480,Lombardia,1,A,45.582082,9.284375
MONZONE-M.DEI BANCHI-ISOLANO,S06225,Toscana,13,A,44.165637,10.123827
MONZUNO,S05132,Emilia Romagna,8,A,44.322277,11.262082
MORANO SUL PO,S00177,Piemonte,3,A,45.170793,8.366168
MORBEGNO,S01425,Lombardia,1,A,46.136663,9.568646
MORCONE,S09503,Campania,18,A,41.340445,14.677658
MORENGO BARIANO,S01710,Lombardia,1,A,45.521639,9.703114
MORES ITTIREDDU,S12864,Sardegna,20,A,40.555954,8.875838
MORETTA,S00544,Piemonte,3,A,44.765514,7.530303
MORGEX,S00131,Valle d'Aosta,4,A,45.757055,7.033898
MORI,S02046,N/A,9,A,45.861216,11.002648
MORNAGO CIMBRO,S01144,Lombardia,1,A,45.729742,8.734193
MOROLO,S08660,Lazio,5,A,41.667018,13.194557
MOROSOLO - CASCIAGO,N00026,N/A,N/A,N/A,N/A,N/A
MORRA DE SANCTIS TEORA,S09617,Campania,18,A,40.890563,15.239328
MORREA-CASTRONOVO-RENDINARA,S08813,N/A,N/A,N/A,N/A,N/A
MORROVALLE MONTE S.GIUSTO,S07309,Marche,11,A,43.279189,13.58285
MORTARA,S00034,Lombardia,1,Mortara,45.252171,8.731639
